W0104 11:57:12.566669   440 device_context.cc:447] Please NOTE: device: 0, GPU Compute Capability: 7.0, Driver API Version: 10.1, Runtime API Version: 10.1
batch  10000 | examples/s: 30.18 | loss: 0.38043 | time elapsed: 1.12h | time left: 15.01h
batch  10100 | examples/s: 25.50 | loss: 0.38667 | time elapsed: 1.13h | time left: 14.99h
batch  10200 | examples/s: 33.06 | loss: 0.38405 | time elapsed: 1.15h | time left: 14.98h
batch  10300 | examples/s: 24.58 | loss: 0.38335 | time elapsed: 1.16h | time left: 14.96h
batch  10400 | examples/s: 33.02 | loss: 0.38377 | time elapsed: 1.17h | time left: 14.94h
batch  10500 | examples/s: 31.90 | loss: 0.37518 | time elapsed: 1.18h | time left: 14.93h
batch  10600 | examples/s: 33.06 | loss: 0.38552 | time elapsed: 1.19h | time left: 14.92h
batch  10700 | examples/s: 29.64 | loss: 0.38368 | time elapsed: 1.20h | time left: 14.90h
batch  10800 | examples/s: 28.34 | loss: 0.38274 | time elapsed: 1.21h | time left: 14.88h
batch  10900 | examples/s: 36.02 | loss: 0.38288 | time elapsed: 1.22h | time left: 14.87h
batch  11000 | examples/s: 33.10 | loss: 0.37522 | time elapsed: 1.23h | time left: 14.86h
batch  11100 | examples/s: 33.13 | loss: 0.38030 | time elapsed: 1.24h | time left: 14.84h
batch  11200 | examples/s: 34.58 | loss: 0.38834 | time elapsed: 1.25h | time left: 14.83h
batch  11300 | examples/s: 33.00 | loss: 0.37927 | time elapsed: 1.27h | time left: 14.81h
batch  11400 | examples/s: 27.79 | loss: 0.38252 | time elapsed: 1.28h | time left: 14.80h
epoch   3 | val loss: 0.41345 | time cost: 18.79 s |
batch  11500 | examples/s: 25.44 | loss: 0.38957 | time elapsed: 1.29h | time left: 14.85h
batch  11600 | examples/s: 30.46 | loss: 0.36859 | time elapsed: 1.30h | time left: 14.83h
batch  11700 | examples/s: 22.56 | loss: 0.37906 | time elapsed: 1.31h | time left: 14.82h
batch  11800 | examples/s: 33.19 | loss: 0.37377 | time elapsed: 1.33h | time left: 14.80h
batch  11900 | examples/s: 33.09 | loss: 0.36831 | time elapsed: 1.34h | time left: 14.79h
batch  12000 | examples/s: 33.32 | loss: 0.37919 | time elapsed: 1.35h | time left: 14.77h
batch  12100 | examples/s: 29.09 | loss: 0.36885 | time elapsed: 1.36h | time left: 14.76h
batch  12200 | examples/s: 33.20 | loss: 0.36990 | time elapsed: 1.37h | time left: 14.75h
batch  12300 | examples/s: 33.32 | loss: 0.37784 | time elapsed: 1.38h | time left: 14.73h
batch  12400 | examples/s: 33.16 | loss: 0.37510 | time elapsed: 1.39h | time left: 14.72h
batch  12500 | examples/s: 28.76 | loss: 0.36635 | time elapsed: 1.40h | time left: 14.70h
batch  12600 | examples/s: 28.97 | loss: 0.36973 | time elapsed: 1.41h | time left: 14.69h
batch  12700 | examples/s: 33.24 | loss: 0.37833 | time elapsed: 1.42h | time left: 14.67h
batch  12800 | examples/s: 36.03 | loss: 0.38069 | time elapsed: 1.43h | time left: 14.66h
batch  12900 | examples/s: 28.37 | loss: 0.37101 | time elapsed: 1.45h | time left: 14.64h
batch  13000 | examples/s: 28.83 | loss: 0.36673 | time elapsed: 1.46h | time left: 14.63h
batch  13100 | examples/s: 33.29 | loss: 0.37386 | time elapsed: 1.47h | time left: 14.61h
batch  13200 | examples/s: 28.25 | loss: 0.36576 | time elapsed: 1.48h | time left: 14.60h
batch  13300 | examples/s: 27.20 | loss: 0.36015 | time elapsed: 1.49h | time left: 14.58h
batch  13400 | examples/s: 28.24 | loss: 0.37356 | time elapsed: 1.50h | time left: 14.57h
batch  13500 | examples/s: 32.17 | loss: 0.36194 | time elapsed: 1.51h | time left: 14.56h
batch  13600 | examples/s: 30.94 | loss: 0.36082 | time elapsed: 1.52h | time left: 14.54h
batch  13700 | examples/s: 26.42 | loss: 0.36898 | time elapsed: 1.53h | time left: 14.53h
batch  13800 | examples/s: 29.32 | loss: 0.36347 | time elapsed: 1.54h | time left: 14.52h
batch  13900 | examples/s: 28.66 | loss: 0.36544 | time elapsed: 1.55h | time left: 14.50h
batch  14000 | examples/s: 41.14 | loss: 0.37694 | time elapsed: 1.57h | time left: 14.49h
batch  14100 | examples/s: 28.21 | loss: 0.36848 | time elapsed: 1.58h | time left: 14.47h
batch  14200 | examples/s: 33.06 | loss: 0.37681 | time elapsed: 1.59h | time left: 14.46h
batch  14300 | examples/s: 29.56 | loss: 0.36907 | time elapsed: 1.60h | time left: 14.45h
epoch   4 | val loss: 0.39273 | time cost: 18.43 s |
batch  14400 | examples/s: 33.16 | loss: 0.35613 | time elapsed: 1.61h | time left: 14.49h
batch  14500 | examples/s: 33.16 | loss: 0.35590 | time elapsed: 1.63h | time left: 14.47h
batch  14600 | examples/s: 29.01 | loss: 0.35621 | time elapsed: 1.64h | time left: 14.46h
batch  14700 | examples/s: 33.04 | loss: 0.35810 | time elapsed: 1.65h | time left: 14.44h
batch  14800 | examples/s: 34.57 | loss: 0.35935 | time elapsed: 1.66h | time left: 14.43h
batch  14900 | examples/s: 36.05 | loss: 0.35737 | time elapsed: 1.67h | time left: 14.41h
batch  15000 | examples/s: 28.64 | loss: 0.35765 | time elapsed: 1.68h | time left: 14.40h
batch  15100 | examples/s: 34.44 | loss: 0.36298 | time elapsed: 1.69h | time left: 14.39h
batch  15200 | examples/s: 23.54 | loss: 0.36442 | time elapsed: 1.70h | time left: 14.37h
batch  15300 | examples/s: 34.50 | loss: 0.35601 | time elapsed: 1.71h | time left: 14.36h
batch  15400 | examples/s: 29.81 | loss: 0.35753 | time elapsed: 1.72h | time left: 14.35h
batch  15500 | examples/s: 28.33 | loss: 0.35455 | time elapsed: 1.73h | time left: 14.33h
batch  15600 | examples/s: 32.86 | loss: 0.36033 | time elapsed: 1.75h | time left: 14.32h
batch  15700 | examples/s: 33.82 | loss: 0.35783 | time elapsed: 1.76h | time left: 14.31h
batch  15800 | examples/s: 30.23 | loss: 0.35616 | time elapsed: 1.77h | time left: 14.29h
batch  15900 | examples/s: 29.85 | loss: 0.36080 | time elapsed: 1.78h | time left: 14.28h
batch  16000 | examples/s: 29.64 | loss: 0.35261 | time elapsed: 1.79h | time left: 14.26h
batch  16100 | examples/s: 30.39 | loss: 0.35962 | time elapsed: 1.80h | time left: 14.25h
batch  16200 | examples/s: 28.76 | loss: 0.35823 | time elapsed: 1.81h | time left: 14.24h
batch  16300 | examples/s: 33.16 | loss: 0.35944 | time elapsed: 1.82h | time left: 14.22h
batch  16400 | examples/s: 30.88 | loss: 0.35406 | time elapsed: 1.83h | time left: 14.21h
batch  16500 | examples/s: 32.86 | loss: 0.34920 | time elapsed: 1.84h | time left: 14.20h
batch  16600 | examples/s: 26.07 | loss: 0.35436 | time elapsed: 1.85h | time left: 14.18h
batch  16700 | examples/s: 32.98 | loss: 0.36069 | time elapsed: 1.86h | time left: 14.17h
batch  16800 | examples/s: 33.26 | loss: 0.36159 | time elapsed: 1.88h | time left: 14.16h
batch  16900 | examples/s: 29.13 | loss: 0.35802 | time elapsed: 1.89h | time left: 14.14h
batch  17000 | examples/s: 19.77 | loss: 0.34847 | time elapsed: 1.90h | time left: 14.13h
batch  17100 | examples/s: 28.00 | loss: 0.35021 | time elapsed: 1.91h | time left: 14.12h
batch  17200 | examples/s: 32.55 | loss: 0.35154 | time elapsed: 1.92h | time left: 14.10h
epoch   5 | val loss: 0.38868 | time cost: 19.36 s |
batch  17300 | examples/s: 35.77 | loss: 0.35839 | time elapsed: 1.94h | time left: 14.13h
batch  17400 | examples/s: 33.27 | loss: 0.35138 | time elapsed: 1.95h | time left: 14.12h
batch  17500 | examples/s: 25.05 | loss: 0.34510 | time elapsed: 1.96h | time left: 14.11h
batch  17600 | examples/s: 25.70 | loss: 0.34648 | time elapsed: 1.97h | time left: 14.09h
batch  17700 | examples/s: 32.97 | loss: 0.35044 | time elapsed: 1.98h | time left: 14.08h
batch  17800 | examples/s: 33.09 | loss: 0.36182 | time elapsed: 1.99h | time left: 14.07h
batch  17900 | examples/s: 33.01 | loss: 0.35352 | time elapsed: 2.00h | time left: 14.05h
batch  18000 | examples/s: 33.08 | loss: 0.34784 | time elapsed: 2.01h | time left: 14.04h
batch  18100 | examples/s: 30.01 | loss: 0.34680 | time elapsed: 2.02h | time left: 14.03h
batch  18200 | examples/s: 29.06 | loss: 0.35388 | time elapsed: 2.03h | time left: 14.02h
batch  18300 | examples/s: 28.39 | loss: 0.34430 | time elapsed: 2.05h | time left: 14.00h
batch  18400 | examples/s: 35.70 | loss: 0.33421 | time elapsed: 2.06h | time left: 13.99h
batch  18500 | examples/s: 26.30 | loss: 0.34303 | time elapsed: 2.07h | time left: 13.98h
batch  18600 | examples/s: 25.84 | loss: 0.34787 | time elapsed: 2.08h | time left: 13.97h
batch  18700 | examples/s: 28.90 | loss: 0.34501 | time elapsed: 2.09h | time left: 13.95h
batch  18800 | examples/s: 32.74 | loss: 0.34670 | time elapsed: 2.10h | time left: 13.94h
batch  18900 | examples/s: 32.93 | loss: 0.35219 | time elapsed: 2.11h | time left: 13.93h
batch  19000 | examples/s: 33.30 | loss: 0.34894 | time elapsed: 2.12h | time left: 13.91h
batch  19100 | examples/s: 33.09 | loss: 0.34122 | time elapsed: 2.13h | time left: 13.90h
batch  19200 | examples/s: 33.00 | loss: 0.34300 | time elapsed: 2.14h | time left: 13.88h
batch  19300 | examples/s: 27.64 | loss: 0.34389 | time elapsed: 2.15h | time left: 13.87h
batch  19400 | examples/s: 28.73 | loss: 0.34356 | time elapsed: 2.16h | time left: 13.86h
batch  19500 | examples/s: 33.18 | loss: 0.35021 | time elapsed: 2.18h | time left: 13.85h
batch  19600 | examples/s: 29.58 | loss: 0.35468 | time elapsed: 2.19h | time left: 13.83h
batch  19700 | examples/s: 33.20 | loss: 0.34811 | time elapsed: 2.20h | time left: 13.82h
batch  19800 | examples/s: 20.97 | loss: 0.34391 | time elapsed: 2.21h | time left: 13.81h
batch  19900 | examples/s: 28.94 | loss: 0.34756 | time elapsed: 2.22h | time left: 13.80h
batch  20000 | examples/s: 33.39 | loss: 0.34646 | time elapsed: 2.23h | time left: 13.78h
batch  20100 | examples/s: 42.43 | loss: 0.34569 | time elapsed: 2.24h | time left: 13.77h
epoch   6 | val loss: 0.37890 | time cost: 19.24 s |
batch  20200 | examples/s: 33.14 | loss: 0.33813 | time elapsed: 2.26h | time left: 13.79h
batch  20300 | examples/s: 33.08 | loss: 0.33922 | time elapsed: 2.27h | time left: 13.78h
batch  20400 | examples/s: 33.02 | loss: 0.33560 | time elapsed: 2.28h | time left: 13.77h
batch  20500 | examples/s: 34.35 | loss: 0.34455 | time elapsed: 2.29h | time left: 13.76h
batch  20600 | examples/s: 33.11 | loss: 0.33865 | time elapsed: 2.30h | time left: 13.74h
batch  20700 | examples/s: 24.97 | loss: 0.33852 | time elapsed: 2.31h | time left: 13.73h
batch  20800 | examples/s: 25.01 | loss: 0.34267 | time elapsed: 2.32h | time left: 13.72h
batch  20900 | examples/s: 34.63 | loss: 0.33679 | time elapsed: 2.33h | time left: 13.70h
batch  21000 | examples/s: 28.61 | loss: 0.34506 | time elapsed: 2.34h | time left: 13.69h
batch  21100 | examples/s: 30.06 | loss: 0.34412 | time elapsed: 2.36h | time left: 13.68h
batch  21200 | examples/s: 34.39 | loss: 0.33354 | time elapsed: 2.37h | time left: 13.67h
batch  21300 | examples/s: 33.12 | loss: 0.33413 | time elapsed: 2.38h | time left: 13.65h
batch  21400 | examples/s: 33.00 | loss: 0.34565 | time elapsed: 2.39h | time left: 13.64h
batch  21500 | examples/s: 29.97 | loss: 0.34212 | time elapsed: 2.40h | time left: 13.63h
batch  21600 | examples/s: 28.54 | loss: 0.33905 | time elapsed: 2.41h | time left: 13.61h
batch  21700 | examples/s: 28.54 | loss: 0.33238 | time elapsed: 2.42h | time left: 13.60h
batch  21800 | examples/s: 33.05 | loss: 0.34185 | time elapsed: 2.43h | time left: 13.59h
batch  21900 | examples/s: 29.28 | loss: 0.34248 | time elapsed: 2.44h | time left: 13.58h
batch  22000 | examples/s: 18.57 | loss: 0.33899 | time elapsed: 2.45h | time left: 13.57h
batch  22100 | examples/s: 27.24 | loss: 0.32870 | time elapsed: 2.47h | time left: 13.55h
batch  22200 | examples/s: 32.89 | loss: 0.33280 | time elapsed: 2.48h | time left: 13.54h
batch  22300 | examples/s: 32.98 | loss: 0.34869 | time elapsed: 2.49h | time left: 13.53h
batch  22400 | examples/s: 33.09 | loss: 0.34825 | time elapsed: 2.50h | time left: 13.52h
batch  22500 | examples/s: 30.05 | loss: 0.33252 | time elapsed: 2.51h | time left: 13.51h
batch  22600 | examples/s: 27.78 | loss: 0.33572 | time elapsed: 2.52h | time left: 13.50h
batch  22700 | examples/s: 29.17 | loss: 0.33421 | time elapsed: 2.53h | time left: 13.48h
batch  22800 | examples/s: 28.64 | loss: 0.33159 | time elapsed: 2.54h | time left: 13.47h
batch  22900 | examples/s: 28.68 | loss: 0.34048 | time elapsed: 2.55h | time left: 13.46h
epoch   7 | val loss: 0.37208 | time cost: 18.50 s |
batch  23000 | examples/s: 33.25 | loss: 0.33289 | time elapsed: 2.57h | time left: 13.48h
batch  23100 | examples/s: 33.11 | loss: 0.34299 | time elapsed: 2.58h | time left: 13.46h
batch  23200 | examples/s: 29.58 | loss: 0.33460 | time elapsed: 2.59h | time left: 13.45h
batch  23300 | examples/s: 35.06 | loss: 0.33855 | time elapsed: 2.60h | time left: 13.44h
batch  23400 | examples/s: 28.07 | loss: 0.33489 | time elapsed: 2.61h | time left: 13.43h
batch  23500 | examples/s: 33.01 | loss: 0.33438 | time elapsed: 2.62h | time left: 13.41h
batch  23600 | examples/s: 28.19 | loss: 0.34182 | time elapsed: 2.64h | time left: 13.40h
batch  23700 | examples/s: 33.05 | loss: 0.32870 | time elapsed: 2.65h | time left: 13.39h
batch  23800 | examples/s: 32.70 | loss: 0.32981 | time elapsed: 2.66h | time left: 13.38h
batch  23900 | examples/s: 28.25 | loss: 0.33519 | time elapsed: 2.67h | time left: 13.36h
batch  24000 | examples/s: 27.66 | loss: 0.33309 | time elapsed: 2.68h | time left: 13.35h
batch  24100 | examples/s: 27.31 | loss: 0.34090 | time elapsed: 2.69h | time left: 13.34h
batch  24200 | examples/s: 33.20 | loss: 0.32751 | time elapsed: 2.70h | time left: 13.33h
batch  24300 | examples/s: 28.18 | loss: 0.32874 | time elapsed: 2.71h | time left: 13.32h
batch  24400 | examples/s: 27.91 | loss: 0.32574 | time elapsed: 2.72h | time left: 13.30h
batch  24500 | examples/s: 32.99 | loss: 0.32827 | time elapsed: 2.73h | time left: 13.29h
batch  24600 | examples/s: 33.23 | loss: 0.32696 | time elapsed: 2.75h | time left: 13.28h
batch  24700 | examples/s: 33.05 | loss: 0.33660 | time elapsed: 2.76h | time left: 13.27h
batch  24800 | examples/s: 33.46 | loss: 0.32300 | time elapsed: 2.77h | time left: 13.26h
batch  24900 | examples/s: 36.12 | loss: 0.33259 | time elapsed: 2.78h | time left: 13.24h
batch  25000 | examples/s: 33.04 | loss: 0.33020 | time elapsed: 2.79h | time left: 13.23h
batch  25100 | examples/s: 33.06 | loss: 0.33099 | time elapsed: 2.80h | time left: 13.22h
batch  25200 | examples/s: 32.97 | loss: 0.33177 | time elapsed: 2.81h | time left: 13.21h
batch  25300 | examples/s: 28.10 | loss: 0.33369 | time elapsed: 2.82h | time left: 13.19h
batch  25400 | examples/s: 33.10 | loss: 0.32702 | time elapsed: 2.83h | time left: 13.18h
batch  25500 | examples/s: 32.86 | loss: 0.33569 | time elapsed: 2.84h | time left: 13.17h
batch  25600 | examples/s: 33.05 | loss: 0.33269 | time elapsed: 2.85h | time left: 13.16h
batch  25700 | examples/s: 37.63 | loss: 0.32848 | time elapsed: 2.87h | time left: 13.14h
batch  25800 | examples/s: 33.06 | loss: 0.33296 | time elapsed: 2.88h | time left: 13.13h
epoch   8 | val loss: 0.36809 | time cost: 18.59 s |
batch  25900 | examples/s: 31.52 | loss: 0.32125 | time elapsed: 2.89h | time left: 13.15h
batch  26000 | examples/s: 33.19 | loss: 0.32539 | time elapsed: 2.90h | time left: 13.14h
batch  26100 | examples/s: 33.07 | loss: 0.32893 | time elapsed: 2.91h | time left: 13.12h
batch  26200 | examples/s: 33.07 | loss: 0.32664 | time elapsed: 2.93h | time left: 13.11h
batch  26300 | examples/s: 33.12 | loss: 0.33713 | time elapsed: 2.94h | time left: 13.10h
batch  26400 | examples/s: 33.09 | loss: 0.32058 | time elapsed: 2.95h | time left: 13.09h
batch  26500 | examples/s: 33.10 | loss: 0.32602 | time elapsed: 2.96h | time left: 13.07h
batch  26600 | examples/s: 29.51 | loss: 0.32805 | time elapsed: 2.97h | time left: 13.06h
batch  26700 | examples/s: 27.87 | loss: 0.31650 | time elapsed: 2.98h | time left: 13.05h
batch  26800 | examples/s: 28.49 | loss: 0.32423 | time elapsed: 2.99h | time left: 13.04h
batch  26900 | examples/s: 33.11 | loss: 0.32111 | time elapsed: 3.00h | time left: 13.03h
batch  27000 | examples/s: 34.33 | loss: 0.32334 | time elapsed: 3.01h | time left: 13.01h
batch  27100 | examples/s: 33.10 | loss: 0.32441 | time elapsed: 3.02h | time left: 13.00h
batch  27200 | examples/s: 27.90 | loss: 0.32876 | time elapsed: 3.04h | time left: 12.99h
batch  27300 | examples/s: 28.40 | loss: 0.32241 | time elapsed: 3.05h | time left: 12.98h
batch  27400 | examples/s: 34.11 | loss: 0.32343 | time elapsed: 3.06h | time left: 12.97h
batch  27500 | examples/s: 33.20 | loss: 0.31725 | time elapsed: 3.07h | time left: 12.95h
