W0105 11:10:39.824003  9104 device_context.cc:447] Please NOTE: device: 0, GPU Compute Capability: 6.1, Driver API Version: 10.1, Runtime API Version: 10.1
batch   7800 | examples/s: 27.90 | loss: 0.59910 | time elapsed: 0.90h | time left: 15.40h
batch   7900 | examples/s: 28.00 | loss: 0.63004 | time elapsed: 0.91h | time left: 15.39h
batch   8000 | examples/s: 28.07 | loss: 0.62705 | time elapsed: 0.92h | time left: 15.37h
batch   8100 | examples/s: 27.66 | loss: 0.59545 | time elapsed: 0.93h | time left: 15.36h
batch   8200 | examples/s: 27.52 | loss: 0.59642 | time elapsed: 0.95h | time left: 15.34h
batch   8300 | examples/s: 27.43 | loss: 0.61234 | time elapsed: 0.96h | time left: 15.33h
batch   8400 | examples/s: 26.45 | loss: 0.60877 | time elapsed: 0.97h | time left: 15.32h
epoch   2 | val loss: 0.60458 | time cost: 19.78 s |
batch   8500 | examples/s: 28.41 | loss: 0.59881 | time elapsed: 0.99h | time left: 15.41h
batch   8600 | examples/s: 27.09 | loss: 0.58898 | time elapsed: 1.00h | time left: 15.39h
batch   8700 | examples/s: 27.95 | loss: 0.60074 | time elapsed: 1.01h | time left: 15.38h
batch   8800 | examples/s: 27.74 | loss: 0.60189 | time elapsed: 1.02h | time left: 15.36h
batch   8900 | examples/s: 27.76 | loss: 0.59129 | time elapsed: 1.03h | time left: 15.35h
batch   9000 | examples/s: 25.05 | loss: 0.60457 | time elapsed: 1.04h | time left: 15.33h
batch   9100 | examples/s: 28.10 | loss: 0.59251 | time elapsed: 1.05h | time left: 15.32h
batch   9200 | examples/s: 28.11 | loss: 0.60211 | time elapsed: 1.07h | time left: 15.30h
batch   9300 | examples/s: 28.03 | loss: 0.61766 | time elapsed: 1.08h | time left: 15.28h
batch   9400 | examples/s: 27.34 | loss: 0.60896 | time elapsed: 1.09h | time left: 15.27h
batch   9500 | examples/s: 28.00 | loss: 0.60107 | time elapsed: 1.10h | time left: 15.25h
batch   9600 | examples/s: 25.46 | loss: 0.62332 | time elapsed: 1.11h | time left: 15.24h
batch   9700 | examples/s: 28.42 | loss: 0.61228 | time elapsed: 1.12h | time left: 15.23h
batch   9800 | examples/s: 28.02 | loss: 0.59998 | time elapsed: 1.13h | time left: 15.21h
batch   9900 | examples/s: 27.57 | loss: 0.59430 | time elapsed: 1.15h | time left: 15.20h
batch  10000 | examples/s: 27.21 | loss: 0.60932 | time elapsed: 1.16h | time left: 15.18h
batch  10100 | examples/s: 27.61 | loss: 0.58495 | time elapsed: 1.17h | time left: 15.17h
batch  10200 | examples/s: 28.20 | loss: 0.58354 | time elapsed: 1.18h | time left: 15.15h
batch  10300 | examples/s: 27.56 | loss: 0.60158 | time elapsed: 1.19h | time left: 15.14h
batch  10400 | examples/s: 27.61 | loss: 0.59956 | time elapsed: 1.20h | time left: 15.12h
batch  10500 | examples/s: 27.97 | loss: 0.59452 | time elapsed: 1.21h | time left: 15.11h
batch  10600 | examples/s: 27.98 | loss: 0.60024 | time elapsed: 1.22h | time left: 15.10h
batch  10700 | examples/s: 28.04 | loss: 0.59445 | time elapsed: 1.24h | time left: 15.08h
batch  10800 | examples/s: 27.70 | loss: 0.60514 | time elapsed: 1.25h | time left: 15.07h
batch  10900 | examples/s: 26.77 | loss: 0.59880 | time elapsed: 1.26h | time left: 15.05h
batch  11000 | examples/s: 28.04 | loss: 0.59172 | time elapsed: 1.27h | time left: 15.04h
batch  11100 | examples/s: 27.52 | loss: 0.58568 | time elapsed: 1.28h | time left: 15.03h
batch  11200 | examples/s: 27.67 | loss: 0.59979 | time elapsed: 1.29h | time left: 15.01h
batch  11300 | examples/s: 27.83 | loss: 0.59181 | time elapsed: 1.30h | time left: 15.00h
epoch   3 | val loss: 0.59112 | time cost: 19.43 s |
batch  11400 | examples/s: 28.20 | loss: 0.59499 | time elapsed: 1.32h | time left: 15.06h
batch  11500 | examples/s: 26.93 | loss: 0.57742 | time elapsed: 1.33h | time left: 15.04h
batch  11600 | examples/s: 28.02 | loss: 0.59260 | time elapsed: 1.34h | time left: 15.03h
batch  11700 | examples/s: 28.04 | loss: 0.59889 | time elapsed: 1.36h | time left: 15.01h
batch  11800 | examples/s: 27.50 | loss: 0.58863 | time elapsed: 1.37h | time left: 15.00h
batch  11900 | examples/s: 27.94 | loss: 0.58095 | time elapsed: 1.38h | time left: 14.99h
batch  12000 | examples/s: 27.93 | loss: 0.57710 | time elapsed: 1.39h | time left: 14.97h
batch  12100 | examples/s: 27.49 | loss: 0.57062 | time elapsed: 1.40h | time left: 14.96h
batch  12200 | examples/s: 27.93 | loss: 0.58864 | time elapsed: 1.41h | time left: 14.94h
batch  12300 | examples/s: 26.62 | loss: 0.59060 | time elapsed: 1.42h | time left: 14.93h
batch  12400 | examples/s: 28.17 | loss: 0.58837 | time elapsed: 1.44h | time left: 14.92h
batch  12500 | examples/s: 28.07 | loss: 0.60679 | time elapsed: 1.45h | time left: 14.90h
batch  12600 | examples/s: 28.11 | loss: 0.58561 | time elapsed: 1.46h | time left: 14.89h
batch  12700 | examples/s: 27.61 | loss: 0.57967 | time elapsed: 1.47h | time left: 14.87h
batch  12800 | examples/s: 28.08 | loss: 0.57734 | time elapsed: 1.48h | time left: 14.86h
batch  12900 | examples/s: 27.35 | loss: 0.58531 | time elapsed: 1.49h | time left: 14.84h
batch  13000 | examples/s: 28.00 | loss: 0.58286 | time elapsed: 1.50h | time left: 14.83h
batch  13100 | examples/s: 28.15 | loss: 0.59370 | time elapsed: 1.51h | time left: 14.82h
batch  13200 | examples/s: 27.10 | loss: 0.58994 | time elapsed: 1.53h | time left: 14.80h
batch  13300 | examples/s: 27.84 | loss: 0.59681 | time elapsed: 1.54h | time left: 14.79h
batch  13400 | examples/s: 28.26 | loss: 0.58336 | time elapsed: 1.55h | time left: 14.77h
batch  13500 | examples/s: 28.00 | loss: 0.58642 | time elapsed: 1.56h | time left: 14.76h
batch  13600 | examples/s: 28.19 | loss: 0.58522 | time elapsed: 1.57h | time left: 14.75h
batch  13700 | examples/s: 28.18 | loss: 0.56576 | time elapsed: 1.58h | time left: 14.73h
batch  13800 | examples/s: 28.04 | loss: 0.58969 | time elapsed: 1.59h | time left: 14.72h
batch  13900 | examples/s: 27.73 | loss: 0.57734 | time elapsed: 1.61h | time left: 14.71h
batch  14000 | examples/s: 28.26 | loss: 0.56749 | time elapsed: 1.62h | time left: 14.69h
batch  14100 | examples/s: 28.04 | loss: 0.58815 | time elapsed: 1.63h | time left: 14.68h
epoch   4 | val loss: 0.58245 | time cost: 20.29 s |
batch  14200 | examples/s: 28.02 | loss: 0.58831 | time elapsed: 1.65h | time left: 14.73h
batch  14300 | examples/s: 28.00 | loss: 0.56782 | time elapsed: 1.66h | time left: 14.71h
batch  14400 | examples/s: 27.89 | loss: 0.57117 | time elapsed: 1.67h | time left: 14.70h
batch  14500 | examples/s: 27.96 | loss: 0.56950 | time elapsed: 1.68h | time left: 14.68h
batch  14600 | examples/s: 27.98 | loss: 0.58888 | time elapsed: 1.69h | time left: 14.67h
batch  14700 | examples/s: 26.76 | loss: 0.58136 | time elapsed: 1.70h | time left: 14.66h
batch  14800 | examples/s: 28.12 | loss: 0.58728 | time elapsed: 1.71h | time left: 14.64h
batch  14900 | examples/s: 27.82 | loss: 0.57958 | time elapsed: 1.73h | time left: 14.63h
batch  15000 | examples/s: 28.14 | loss: 0.57694 | time elapsed: 1.74h | time left: 14.62h
batch  15100 | examples/s: 27.88 | loss: 0.57732 | time elapsed: 1.75h | time left: 14.60h
batch  15200 | examples/s: 27.37 | loss: 0.58374 | time elapsed: 1.76h | time left: 14.59h
batch  15300 | examples/s: 28.06 | loss: 0.56564 | time elapsed: 1.77h | time left: 14.58h
batch  15400 | examples/s: 27.45 | loss: 0.59108 | time elapsed: 1.78h | time left: 14.56h
batch  15500 | examples/s: 25.83 | loss: 0.59230 | time elapsed: 1.79h | time left: 14.55h
batch  15600 | examples/s: 28.31 | loss: 0.56872 | time elapsed: 1.81h | time left: 14.54h
batch  15700 | examples/s: 26.80 | loss: 0.55894 | time elapsed: 1.82h | time left: 14.53h
batch  15800 | examples/s: 27.79 | loss: 0.57236 | time elapsed: 1.83h | time left: 14.51h
batch  15900 | examples/s: 27.93 | loss: 0.56903 | time elapsed: 1.84h | time left: 14.50h
batch  16000 | examples/s: 27.88 | loss: 0.56240 | time elapsed: 1.85h | time left: 14.49h
batch  16100 | examples/s: 27.68 | loss: 0.58101 | time elapsed: 1.86h | time left: 14.47h
batch  16200 | examples/s: 28.12 | loss: 0.57149 | time elapsed: 1.87h | time left: 14.46h
batch  16300 | examples/s: 28.45 | loss: 0.56174 | time elapsed: 1.88h | time left: 14.45h
batch  16400 | examples/s: 27.90 | loss: 0.57999 | time elapsed: 1.90h | time left: 14.43h
batch  16500 | examples/s: 28.02 | loss: 0.56800 | time elapsed: 1.91h | time left: 14.42h
batch  16600 | examples/s: 27.32 | loss: 0.57423 | time elapsed: 1.92h | time left: 14.41h
batch  16700 | examples/s: 28.31 | loss: 0.55654 | time elapsed: 1.93h | time left: 14.39h
batch  16800 | examples/s: 28.19 | loss: 0.58644 | time elapsed: 1.94h | time left: 14.38h
batch  16900 | examples/s: 28.26 | loss: 0.56861 | time elapsed: 1.95h | time left: 14.37h
epoch   5 | val loss: 0.57524 | time cost: 19.93 s |
batch  17000 | examples/s: 28.06 | loss: 0.56152 | time elapsed: 1.97h | time left: 14.40h
batch  17100 | examples/s: 27.80 | loss: 0.57906 | time elapsed: 1.98h | time left: 14.39h
batch  17200 | examples/s: 27.31 | loss: 0.57905 | time elapsed: 1.99h | time left: 14.38h
batch  17300 | examples/s: 28.10 | loss: 0.57869 | time elapsed: 2.00h | time left: 14.36h
batch  17400 | examples/s: 27.79 | loss: 0.56567 | time elapsed: 2.02h | time left: 14.35h
batch  17500 | examples/s: 27.10 | loss: 0.55893 | time elapsed: 2.03h | time left: 14.34h
batch  17600 | examples/s: 27.41 | loss: 0.56293 | time elapsed: 2.04h | time left: 14.32h
batch  17700 | examples/s: 27.67 | loss: 0.56714 | time elapsed: 2.05h | time left: 14.31h
batch  17800 | examples/s: 26.64 | loss: 0.57224 | time elapsed: 2.06h | time left: 14.30h
batch  17900 | examples/s: 27.76 | loss: 0.56296 | time elapsed: 2.07h | time left: 14.28h
batch  18000 | examples/s: 28.09 | loss: 0.57317 | time elapsed: 2.08h | time left: 14.27h
batch  18100 | examples/s: 27.59 | loss: 0.56729 | time elapsed: 2.10h | time left: 14.26h
batch  18200 | examples/s: 27.98 | loss: 0.56039 | time elapsed: 2.11h | time left: 14.24h
batch  18300 | examples/s: 27.50 | loss: 0.56186 | time elapsed: 2.12h | time left: 14.23h
batch  18400 | examples/s: 28.06 | loss: 0.55748 | time elapsed: 2.13h | time left: 14.22h
batch  18500 | examples/s: 27.99 | loss: 0.56816 | time elapsed: 2.14h | time left: 14.21h
batch  18600 | examples/s: 27.98 | loss: 0.55835 | time elapsed: 2.15h | time left: 14.19h
batch  18700 | examples/s: 27.87 | loss: 0.56518 | time elapsed: 2.16h | time left: 14.18h
batch  18800 | examples/s: 27.55 | loss: 0.55519 | time elapsed: 2.18h | time left: 14.17h
batch  18900 | examples/s: 27.43 | loss: 0.57370 | time elapsed: 2.19h | time left: 14.15h
batch  19000 | examples/s: 27.90 | loss: 0.57331 | time elapsed: 2.20h | time left: 14.14h
batch  19100 | examples/s: 27.63 | loss: 0.58008 | time elapsed: 2.21h | time left: 14.13h
batch  19200 | examples/s: 27.27 | loss: 0.56507 | time elapsed: 2.22h | time left: 14.12h
batch  19300 | examples/s: 27.61 | loss: 0.57320 | time elapsed: 2.23h | time left: 14.10h
batch  19400 | examples/s: 27.84 | loss: 0.56481 | time elapsed: 2.24h | time left: 14.09h
batch  19500 | examples/s: 28.44 | loss: 0.53896 | time elapsed: 2.25h | time left: 14.08h
batch  19600 | examples/s: 27.79 | loss: 0.55673 | time elapsed: 2.27h | time left: 14.06h
batch  19700 | examples/s: 26.84 | loss: 0.55677 | time elapsed: 2.28h | time left: 14.05h
epoch   6 | val loss: 0.56634 | time cost: 19.47 s |
batch  19800 | examples/s: 26.34 | loss: 0.58285 | time elapsed: 2.30h | time left: 14.08h
batch  19900 | examples/s: 27.61 | loss: 0.55737 | time elapsed: 2.31h | time left: 14.07h
batch  20000 | examples/s: 27.83 | loss: 0.55288 | time elapsed: 2.32h | time left: 14.05h
batch  20100 | examples/s: 28.43 | loss: 0.57382 | time elapsed: 2.33h | time left: 14.04h
batch  20200 | examples/s: 26.61 | loss: 0.55117 | time elapsed: 2.34h | time left: 14.03h
batch  20300 | examples/s: 25.43 | loss: 0.55244 | time elapsed: 2.35h | time left: 14.01h
batch  20400 | examples/s: 27.62 | loss: 0.56656 | time elapsed: 2.36h | time left: 14.00h
batch  20500 | examples/s: 27.76 | loss: 0.55803 | time elapsed: 2.38h | time left: 13.99h
batch  20600 | examples/s: 27.45 | loss: 0.56880 | time elapsed: 2.39h | time left: 13.98h
batch  20700 | examples/s: 28.36 | loss: 0.57564 | time elapsed: 2.40h | time left: 13.96h
batch  20800 | examples/s: 27.53 | loss: 0.56959 | time elapsed: 2.41h | time left: 13.95h
batch  20900 | examples/s: 28.22 | loss: 0.55820 | time elapsed: 2.42h | time left: 13.94h
batch  21000 | examples/s: 27.06 | loss: 0.56081 | time elapsed: 2.43h | time left: 13.93h
batch  21100 | examples/s: 28.14 | loss: 0.55782 | time elapsed: 2.44h | time left: 13.91h
batch  21200 | examples/s: 27.25 | loss: 0.55757 | time elapsed: 2.45h | time left: 13.90h
batch  21300 | examples/s: 26.43 | loss: 0.56202 | time elapsed: 2.47h | time left: 13.89h
batch  21400 | examples/s: 27.40 | loss: 0.56269 | time elapsed: 2.48h | time left: 13.88h
batch  21500 | examples/s: 27.25 | loss: 0.54771 | time elapsed: 2.49h | time left: 13.86h
batch  21600 | examples/s: 27.73 | loss: 0.55927 | time elapsed: 2.50h | time left: 13.85h
batch  21700 | examples/s: 27.68 | loss: 0.55276 | time elapsed: 2.51h | time left: 13.84h
batch  21800 | examples/s: 27.52 | loss: 0.55022 | time elapsed: 2.52h | time left: 13.82h
batch  21900 | examples/s: 27.81 | loss: 0.55529 | time elapsed: 2.53h | time left: 13.81h
batch  22000 | examples/s: 28.44 | loss: 0.55172 | time elapsed: 2.55h | time left: 13.80h
batch  22100 | examples/s: 27.63 | loss: 0.54654 | time elapsed: 2.56h | time left: 13.79h
batch  22200 | examples/s: 27.16 | loss: 0.54917 | time elapsed: 2.57h | time left: 13.77h
batch  22300 | examples/s: 27.61 | loss: 0.55082 | time elapsed: 2.58h | time left: 13.76h
batch  22400 | examples/s: 27.07 | loss: 0.55593 | time elapsed: 2.59h | time left: 13.75h
batch  22500 | examples/s: 27.27 | loss: 0.57120 | time elapsed: 2.60h | time left: 13.74h
batch  22600 | examples/s: 28.15 | loss: 0.56622 | time elapsed: 2.61h | time left: 13.73h
epoch   7 | val loss: 0.55740 | time cost: 19.64 s |
batch  22700 | examples/s: 27.34 | loss: 0.55705 | time elapsed: 2.63h | time left: 13.75h
batch  22800 | examples/s: 28.07 | loss: 0.53786 | time elapsed: 2.64h | time left: 13.73h
batch  22900 | examples/s: 27.68 | loss: 0.54565 | time elapsed: 2.66h | time left: 13.72h
batch  23000 | examples/s: 27.91 | loss: 0.54827 | time elapsed: 2.67h | time left: 13.71h
batch  23100 | examples/s: 26.96 | loss: 0.56558 | time elapsed: 2.68h | time left: 13.70h
batch  23200 | examples/s: 28.32 | loss: 0.57106 | time elapsed: 2.69h | time left: 13.69h
batch  23300 | examples/s: 26.23 | loss: 0.56129 | time elapsed: 2.70h | time left: 13.68h
batch  23400 | examples/s: 26.82 | loss: 0.55523 | time elapsed: 2.71h | time left: 13.66h
batch  23500 | examples/s: 27.83 | loss: 0.54732 | time elapsed: 2.72h | time left: 13.65h
batch  23600 | examples/s: 26.94 | loss: 0.55432 | time elapsed: 2.74h | time left: 13.64h
batch  23700 | examples/s: 27.85 | loss: 0.55461 | time elapsed: 2.75h | time left: 13.63h
batch  23800 | examples/s: 27.59 | loss: 0.55278 | time elapsed: 2.76h | time left: 13.61h
batch  23900 | examples/s: 26.41 | loss: 0.53356 | time elapsed: 2.77h | time left: 13.60h
batch  24000 | examples/s: 27.46 | loss: 0.56431 | time elapsed: 2.78h | time left: 13.59h
batch  24100 | examples/s: 27.81 | loss: 0.55644 | time elapsed: 2.79h | time left: 13.58h
batch  24200 | examples/s: 28.33 | loss: 0.54360 | time elapsed: 2.80h | time left: 13.56h
batch  24300 | examples/s: 27.67 | loss: 0.54442 | time elapsed: 2.82h | time left: 13.55h
batch  24400 | examples/s: 27.56 | loss: 0.53933 | time elapsed: 2.83h | time left: 13.54h
batch  24500 | examples/s: 26.72 | loss: 0.56240 | time elapsed: 2.84h | time left: 13.53h
batch  24600 | examples/s: 27.83 | loss: 0.55632 | time elapsed: 2.85h | time left: 13.51h
batch  24700 | examples/s: 28.00 | loss: 0.55519 | time elapsed: 2.86h | time left: 13.50h
batch  24800 | examples/s: 26.98 | loss: 0.54791 | time elapsed: 2.87h | time left: 13.49h
batch  24900 | examples/s: 26.99 | loss: 0.54836 | time elapsed: 2.88h | time left: 13.48h
batch  25000 | examples/s: 25.94 | loss: 0.55263 | time elapsed: 2.90h | time left: 13.46h
batch  25100 | examples/s: 28.15 | loss: 0.55512 | time elapsed: 2.91h | time left: 13.45h
batch  25200 | examples/s: 27.89 | loss: 0.54543 | time elapsed: 2.92h | time left: 13.44h
batch  25300 | examples/s: 27.87 | loss: 0.55148 | time elapsed: 2.93h | time left: 13.43h
batch  25400 | examples/s: 27.10 | loss: 0.55627 | time elapsed: 2.94h | time left: 13.41h
epoch   8 | val loss: 0.55619 | time cost: 19.61 s |
batch  25500 | examples/s: 27.52 | loss: 0.55487 | time elapsed: 2.96h | time left: 13.43h
batch  25600 | examples/s: 27.71 | loss: 0.55327 | time elapsed: 2.97h | time left: 13.42h
batch  25700 | examples/s: 28.44 | loss: 0.54799 | time elapsed: 2.98h | time left: 13.41h
batch  25800 | examples/s: 28.01 | loss: 0.54375 | time elapsed: 2.99h | time left: 13.39h
batch  25900 | examples/s: 27.23 | loss: 0.56455 | time elapsed: 3.00h | time left: 13.38h
batch  26000 | examples/s: 28.04 | loss: 0.53730 | time elapsed: 3.02h | time left: 13.37h
batch  26100 | examples/s: 27.92 | loss: 0.54794 | time elapsed: 3.03h | time left: 13.36h
batch  26200 | examples/s: 27.11 | loss: 0.54697 | time elapsed: 3.04h | time left: 13.34h
batch  26300 | examples/s: 27.91 | loss: 0.54647 | time elapsed: 3.05h | time left: 13.33h
batch  26400 | examples/s: 27.61 | loss: 0.54723 | time elapsed: 3.06h | time left: 13.32h
batch  26500 | examples/s: 28.01 | loss: 0.55877 | time elapsed: 3.07h | time left: 13.31h
batch  26600 | examples/s: 28.01 | loss: 0.54652 | time elapsed: 3.08h | time left: 13.29h
batch  26700 | examples/s: 26.86 | loss: 0.54411 | time elapsed: 3.10h | time left: 13.28h
batch  26800 | examples/s: 27.71 | loss: 0.57523 | time elapsed: 3.11h | time left: 13.27h
batch  26900 | examples/s: 28.15 | loss: 0.53494 | time elapsed: 3.12h | time left: 13.26h
batch  27000 | examples/s: 27.80 | loss: 0.54616 | time elapsed: 3.13h | time left: 13.24h
batch  27100 | examples/s: 27.53 | loss: 0.54009 | time elapsed: 3.14h | time left: 13.23h
batch  27200 | examples/s: 26.88 | loss: 0.55100 | time elapsed: 3.15h | time left: 13.22h
batch  27300 | examples/s: 27.12 | loss: 0.54020 | time elapsed: 3.16h | time left: 13.21h
batch  27400 | examples/s: 28.05 | loss: 0.53739 | time elapsed: 3.18h | time left: 13.20h
batch  27500 | examples/s: 27.02 | loss: 0.54698 | time elapsed: 3.19h | time left: 13.18h
